22.10.2020 08:07:27;        Meldung ;Einlesen der Quelldatei...
22.10.2020 08:07:27;        Meldung ;Einlesen neues Dateiformat...
22.10.2020 08:07:27;        Meldung ;Löschen von nicht benötigten Kunden- und Artikeldaten laut loeschKunde.txt & loeschArtikel.txt.
22.10.2020 08:07:27;        Meldung ;Austauschen von Artikelnummern laut tauscheArtikel.txt.
22.10.2020 08:07:27;        Meldung ;Schreiben der Sedas.dat...
22.10.2020 08:07:27;        Meldung ;Konvertierung in SEDAS.DAT abgeschlossen.
22.10.2020 08:07:27;        Meldung ;Datei D:\DEVELOP\Dot.NET\DTAToSedas\DTAtoSEDAS\DatToSedasReengineer\Testdaten\20201022.dat erstellt.
22.10.2020 08:07:27;        Meldung ;Counter in Config.ini zurückschreiben...
22.10.2020 08:07:27;        Meldung ;--- Programm normal beendet. ---
22.10.2020 08:07:27;        Meldung ;********************************
22.10.2020 08:07:27;        Meldung ;
